aplikasi,fold,text,true,pred,status
Shopee,5,terbaik,positif,positif,BENAR
Shopee,5,kenapa potongan semakin besar Shopi kami tercekik dengan potongan administrasi.tolong kebijakanya lebih di fikirkan untuk kami UMKM. mohon responya,negatif,negatif,BENAR
Shopee,5,"shopee makin hebat pengiriman cepat, amanah barang""semua ada apa yg kita perlukan semua ada di shopee, Terima kasih shopee.",positif,positif,BENAR
Shopee,5,belanja di shopee sangat memuaskan.Terimakasih shopee,positif,positif,BENAR
Shopee,5,kenapa tidak bisa buat cod,negatif,positif,SALAH
Shopee,5,𝒔𝒉𝒐𝒑𝒆𝒆 𝒌𝒓𝒆𝒏 𝒃𝒏𝒈𝒕,netral,positif,SALAH
Shopee,5,ketika saya complan barang shope menyelesaikannya dengan cepat tanpa ribet dan berbelit pokoknya shope yg terbaik saya akan terus memakainya.,positif,negatif,SALAH
Shopee,5,aplikasi nya sangat bagus,positif,positif,BENAR
Shopee,5,tiba tiba paylater sama spinjam menghilang dari line,negatif,positif,SALAH
Shopee,5,"Pengalaman saya belanja di Shopee 👍👍👍💕 tp harus pandai2 dan teliti dalam berbelanja. Kadang iklan sm barang beda. contoh iklannya yg dijual sunco 2 ltr, tp yg muncul sunco 1 ltr.",negatif,negatif,BENAR
Shopee,5,ok,positif,positif,BENAR
Shopee,5,senang belanja di shopee,positif,positif,BENAR
Shopee,5,olo,netral,positif,SALAH
Shopee,5,"saya merasa sangat terbantu dg adanya merchant shop ini, bisa cari dan dapatkan apapun di sini,mantapp",positif,positif,BENAR
Shopee,5,mantap,positif,positif,BENAR
Shopee,5,baik,positif,positif,BENAR
Shopee,5,belanja murah,positif,positif,BENAR
Shopee,5,shopee skrng lemot pengiriman nya..,negatif,positif,SALAH
Shopee,5,"mudah untuk berbelanja apa yang di butuh kan,",positif,positif,BENAR
Shopee,5,Belanja aman dan nyaman,positif,positif,BENAR
Shopee,5,bagus,positif,positif,BENAR
Shopee,5,sangat bagus bisa untuk berbelanja online,positif,positif,BENAR
Shopee,5,"Aplikasi cacattt, lag banget",negatif,positif,SALAH
Shopee,5,shope keren,positif,positif,BENAR
Shopee,5,"kalo bikin iklan yang ngotak , saya cuma pingin liat konten yang lain malah liat konten elu",negatif,negatif,BENAR
Shopee,5,puasss,positif,positif,BENAR
Shopee,5,baik pelayanannya tidak laama,positif,positif,BENAR
Shopee,5,bintang 1 aja lah udh malas sama pengantaran barang paket di shopee Bru sampai 1 hri di alamat tujuan tiba² langsung di retur tanpa di antara di rumah,negatif,negatif,BENAR
Shopee,5,pindahan olshop dari toko ijo sebelah yang udah kerasa mau bangkrut. anda harus jauh lebih baik shopee,netral,positif,SALAH
Shopee,5,hampir sempurna untuk semua opsi,positif,positif,BENAR
Shopee,5,shopi sangat membantu,positif,positif,BENAR
Shopee,5,aplikasi mantap banyak diskon promo,positif,positif,BENAR
Shopee,5,bagus,positif,positif,BENAR
Shopee,5,mantap,positif,positif,BENAR
Shopee,5,shoppy ga pernah ngecewain..barang selalu datang sesuai pesanan,positif,positif,BENAR
Shopee,5,auto instal aplikasi ini. giliran paket bermasalah pihak shopee mlempem tidak fast respon.yuk pindah aplikasi hijau aja,negatif,negatif,BENAR
Shopee,5,belanja jadi mudah dan ga ribet,positif,positif,BENAR
Shopee,5,bagus,positif,positif,BENAR
Shopee,5,terbaik,positif,positif,BENAR
Shopee,5,belum coba hehehe,netral,positif,SALAH
Shopee,5,sangat membantu dlm blanja gk ribet..,positif,positif,BENAR
Shopee,5,"saya kasih bintang 5 mudah2, seller yg nakal di tindak.",netral,positif,SALAH
Shopee,5,aduh murah oi dari pada lazada,positif,positif,BENAR
Shopee,5,ok,positif,positif,BENAR
Shopee,5,bagus apk nya,positif,positif,BENAR
Shopee,5,🥰🥰,netral,positif,SALAH
Shopee,5,mantap,positif,positif,BENAR
Shopee,5,aplikasi mudah dimengerti,positif,positif,BENAR
Shopee,5,sangat membantu,positif,positif,BENAR
Shopee,5,baguss,positif,positif,BENAR
Shopee,5,"sangat membantu, baik untuk berbelanja maupun menghasilkan uang",positif,positif,BENAR
Shopee,5,👍ok,positif,positif,BENAR
Shopee,5,semenjak ada shoope mau cek out barang paket datang selalu amanah dengan sellernya dan fitur COD sehingga memudahkan pembayaran cash. Untuk kedepannya pihak shopee tambahkan lagi yah pembayaran pakai aplikasi dana sehingga memudahkan pembayaran selain seabank dsb terimakasih shopee Indonesia👏,positif,negatif,SALAH
Shopee,5,"check in nonton videonya cuma dapat 1 rupiah, kalo 1 minggu cuma dapat 7 rupiah. kenapa ya ?",netral,positif,SALAH
Shopee,5,mantap,positif,positif,BENAR
Shopee,5,sangat Agus sekali,positif,positif,BENAR
Shopee,5,lope lope bgt sama aplikasi iniiiiiii,positif,positif,BENAR
Shopee,5,100% gratis ongkir... pengiriman paling cepat di shopee🤩,positif,negatif,SALAH
Shopee,5,"PC . ,,",netral,positif,SALAH
Shopee,5,"saya membeli voucher di aplikasi ini namun voucher tersebut tidak dapat digunakan, rugi uang dan klaim malah di tolak,segala upaya sudah saya coba lakukan dengan tim cs shopee namun tidak sesuai dengan yang di harapkan, semoga uangnya berkah aja ya shopee.. kapok pake apk orange ini",negatif,positif,SALAH
Shopee,5,menantu aplikasi nya,positif,positif,BENAR
Shopee,5,tarima kasih,netral,positif,SALAH
Shopee,5,"banguuusss pake bingit, jangan ragu, di coba aja dulu",positif,positif,BENAR
Lazada,1,kelaz aplikasi ini ada barang yang saya butuhkan maju terus lazada 🔥,positif,negatif,SALAH
Lazada,1,hhu,netral,positif,SALAH
Lazada,1,siapa juga sih yg mau ganti² akun lazada daftar ulang cape bang. cuma mau gimana akun pertama kalau mau login pakai id ga bisa. gua kan suka ganti hp karna bosen. terus buat baru akun ke 2 mau login kartu 3 gua ada nomor yg sama ubah nomor ponsel ke yg baru ga bisa gagal terus . itu kartu aneh sial masa ada 3 facbok 1 nomor trdftar BCA juga sekarang mau daftar baru lagi pakai nomor baru ga bisa juga cape gua pakai lazada ribet login ulang akun lama pakai baru dgn id ga bisa. pindah aja lah,negatif,negatif,BENAR
Lazada,1,sangat bagus,positif,positif,BENAR
Lazada,1,Beri layanan kualitas terbaik kepada konsumen,positif,positif,BENAR
Lazada,1,terima kasih lazada,positif,positif,BENAR
Lazada,1,banyak toko penipu. mending di shopee. pasti pasti aja toko nya. klo disini banyak penipu nya.,negatif,negatif,BENAR
Lazada,1,lazada keren,positif,positif,BENAR
Lazada,1,mantap.,positif,positif,BENAR
Lazada,1,Aplikasi membagongkan untuk daftar aja susah bgt .baru daftar akun ke kunci padahal hp baru no baru akun baru.nyesel download aplikasi ini.,negatif,negatif,BENAR
Lazada,1,"belanja mudah,,proses cepat dan kalau ada keluhan langsung di tanggapi,,,cuma satu saya minta toko yg tidak amanah jangan ada di lazada,,karna konsumen bayak yg mengeluh",netral,negatif,SALAH
Lazada,1,aplikasinya aneh aku mau daftar akun aku selalu suruh telepon orang dan ditulisan nya akun anda terkunci sampai 9 akun sama ajah 😩😟,negatif,negatif,BENAR
Lazada,1,"gampang fitur menu nya,bnyk promo,yg pasti selalu update yang terbaru di setiap pelayanannya kepada konsumennya",positif,negatif,SALAH
Lazada,1,beli pulsa ga masuk masuk aplikasi tolol,negatif,negatif,BENAR
Lazada,1,"halo lazada .. ini gimana ceritanya ? paket saya gak sampe sampe..padahal pake prioritas loh...pesan dari tgl 27 Agustus,terus dipastikan sampai 29 Agustus sampai...setelah 29 ada notip di undur tgl 1 . skrg sudah tgl 1 . sampai skrg pun barang gak sampai...udah di chat lazada nya..katanya barang sudah ditangan kurir sejak tgl 30...tapi sampai hari jni barang gak sampai sampai",negatif,negatif,BENAR
Lazada,1,no rekomendasi...pesen tgl 29 agustus...masa estimasi sampai tgl 6 sd 9 september 🤣...uninstal lbh baik,negatif,positif,SALAH
Lazada,1,good,positif,positif,BENAR
Lazada,1,saya sangat suka,positif,positif,BENAR
Lazada,1,mantap,positif,positif,BENAR
Lazada,1,👍👍,netral,positif,SALAH
Lazada,1,apk sial gua udah hampir 5 tahun pake lazada tapi baru ini duit gua di sedot 503000 RB tanpa alesan apapun babi,negatif,negatif,BENAR
Lazada,1,Aman cepat dan terpercaya,positif,positif,BENAR
Lazada,1,berbelanja di lazada dengan mudah dan cepat di kirim kurir nya juga ramah banyak diskon dan promo.,positif,negatif,SALAH
Lazada,1,Sudah tidak mau pakai lazada lagi 3x sy belanja barang dan barang yg datang sangat tidak sesuai dgn postingan.. apakah lazada tdk punya kebijakan atau apalah itu untuk mencegah para penipu yg berjualan di aplikasi ini? sangat2 kecewa,negatif,negatif,BENAR
Lazada,1,apk g jelas anjinggg mau login malah pelanggaran pelanggaran pernah login aja kaga pukii,negatif,negatif,BENAR
Lazada,1,bagus,positif,positif,BENAR
Lazada,1,mudah dan amanah,positif,positif,BENAR
Lazada,1,rekomendasi belanja online,positif,positif,BENAR
Lazada,1,baik sekali,positif,positif,BENAR
Lazada,1,Lazada banyak promonya.. 👍,positif,positif,BENAR
Lazada,1,tiga dlu KLO bagus tambah lagi,netral,positif,SALAH
Lazada,1,Akun lama sekarang jarang banget di kasih gratis ongkir selama berminggu-minggu... beda sama akun baru sering dapat gratis ongkir...,negatif,negatif,BENAR
Lazada,1,lazada kenapa 2 hari ini enggak ada sinyal terus padahal sinyalku full ada internetnya aku buka aplikasi lazada sekarang enggak ada sinyal terus apa bisa di perbaiki aplikasinya supaya bisa terhubung dengan internet buka aplikasi lain bisa,negatif,negatif,BENAR
Lazada,1,payah GK ada paylater,negatif,positif,SALAH
Lazada,1,"next update coba diganti warna backgroundnya jgn cuma putih polos monoton banget bikin cepet bosen, coba diubah ui nya buat lebih berwarna",negatif,negatif,BENAR
Lazada,1,mantap... belanja jadi ga perlu panas panasan,positif,negatif,SALAH
Lazada,1,muantap,positif,positif,BENAR
Lazada,1,kita coba dulu,netral,positif,SALAH
Lazada,1,sangat paten,positif,positif,BENAR
Lazada,1,"ga jelas, org baru mau pake apk ini udh kekunci lgi aja akun nya",negatif,negatif,BENAR
Lazada,1,paket udah d bayar kok sebulan lebih nggak nyampe sampai skrng..mau mjnta dana kembali...susahnya minta ampun...,negatif,negatif,BENAR
Lazada,1,contoh,netral,positif,SALAH
Lazada,1,semoga amanah,netral,positif,SALAH
Lazada,1,sangat suka,positif,positif,BENAR
Lazada,1,bagus,positif,positif,BENAR
Lazada,1,sangat puas,positif,positif,BENAR
Lazada,1,mantab......,positif,positif,BENAR
Lazada,1,mudah dan g ribet bisa cod cek barang dulu baru bayar,positif,negatif,SALAH
Lazada,1,trim's lazada...semoga kedepannya lebih baik lagi...dalam pelayanannya..sebab apapun yg saya inginkan berbelanja di Lazada sudah tersedia.tinggal klik pesan barang langsung dikemas dan diantar sesuai pesanan.👍👍,positif,negatif,SALAH
Lazada,1,harus sesuai ekspetasi,netral,positif,SALAH
Lazada,1,mantapppp,positif,positif,BENAR
Lazada,1,di aplikasi lazada banyak sekali para penjual yang menipu.. belinya apa yang di kirim barang apa sangat tidak amanah,negatif,negatif,BENAR
Lazada,1,bagus,positif,positif,BENAR
Lazada,1,bagus sangat membantu,positif,positif,BENAR
Lazada,1,bagus,positif,positif,BENAR
Lazada,1,TOP,positif,positif,BENAR
Lazada,1,slalu terdepan... keren sangatttt,positif,positif,BENAR
Lazada,1,saya suka blnja dilazada,positif,positif,BENAR
Lazada,1,"Satu poin MINUS LAZADA dibanding Shopee, Proses pengembalian Dana Ribet, dan VERIFIKASI PENARIKAN DANA KE BANK/EWALET SANGAT LAMA...walaupun pengembalian dana dari seller sudah dikembalikan ke Dompet Lazada..",negatif,negatif,BENAR
Lazada,1,keerrrrreeennn,positif,positif,BENAR
Lazada,1,mohon dibuatkan modus gelap agar nyaman dimata,netral,positif,SALAH
Lazada,1,good,positif,positif,BENAR
Lazada,1,keren,positif,positif,BENAR
Lazada,1,baik,positif,positif,BENAR
Lazada,1,lazada debes,positif,positif,BENAR
Lazada,1,aplikasi ini bagus,positif,positif,BENAR
Lazada,1,cepet sampe babarang sesuai,positif,positif,BENAR
Lazada,1,baik,positif,positif,BENAR
Lazada,1,mantap,positif,positif,BENAR
Lazada,1,bagus,positif,positif,BENAR
Lazada,1,lazada aneh ih masa paylater udah di bayar saldonya GK masuk masih nol aja udah sekarang ongkir nya mahal2 bnget gimana pelanggan GK PDA kabur kalau gitu caranya dulu sering bnget blnja di lazada sekarang ongkir nya mahal bngt jadi mikir2 lagi mau beli barang di lazada,negatif,negatif,BENAR
Lazada,1,emang pas dan cocok,positif,positif,BENAR
Lazada,1,kemaren aku tertipu oleh toko di lazada...beli mesin cukur datang sendal jepit....harap toko yg seperti itu di block aja...merusak nama baik,negatif,negatif,BENAR
Lazada,1,barang yg sesuai jadi ketagihan belanja di lazada,positif,positif,BENAR
Lazada,1,belum begitu manyenangkan,negatif,positif,SALAH
Lazada,1,lazada tampilannya perlu diperbaiki agar lebih simpel terus jaringannya diperbagus,netral,positif,SALAH
Lazada,1,"Aku setia sama lazada setiap minggu belanja, walaupun sering kecewa sama barang yg ga sesuai, blm pernah retun pengiriman ga tepat waktu kadang sampai malam jam 23. terakhir gagal pengiriman harusnya tgl 3 di konfirmasi tgl 6 taunya tgl 4 datang pas ga da org dirumah. yg salah siapa yg kena suster siapa.",negatif,negatif,BENAR
Lazada,1,"ngasih ongkirnya GK kira""",negatif,positif,SALAH
Lazada,1,mantab,positif,positif,BENAR
Lazada,1,"masih banyak toko-toko gelap, potensi penipuan",negatif,positif,SALAH
Lazada,1,baik,positif,positif,BENAR
Lazada,1,Selama ini lazada tidak mengecewakan.semoga kedepannya lebih baik untuk menutup toko yg penipu. lebih banyak promo terutama gratis ongkir semoga lebih banyak lagi,positif,negatif,SALAH
Lazada,1,paketnya kagak ada jangan beli disini,negatif,positif,SALAH
Lazada,1,mudah,positif,positif,BENAR
Lazada,1,lazada haram GK usah ko banyak iklan,negatif,positif,SALAH
Lazada,1,"hati2,banyak seller yg nipu di aplikasi ini,saya sendiri yg jadi korban",negatif,negatif,BENAR
Lazada,1,harga yang merakyat barang rasa pejabat,positif,positif,BENAR
Lazada,1,"Kecewa,,,,,",negatif,positif,SALAH
Lazada,1,saya suka belanja di lazada karena banyak diskonnya,positif,negatif,SALAH
Lazada,1,lebih murah hemat tampa ongkir pula,positif,positif,BENAR
Lazada,1,"sejauh ini cuma lazada aplikasi e-commerce yg sellernya kebanyakan scammer (penipu), saran gw sih mending lo perketat sitem pendaftaran biar seller nakal atau scammer ini banyak berkurang",negatif,negatif,BENAR
Lazada,1,"aplikasi jelek, org gaada yg co tiba” udh ada keterangan dikirim, udh gitu iklan kucai ga dipencet tiba” ke aplikasi",negatif,negatif,BENAR
Lazada,1,bagus,positif,positif,BENAR
Lazada,1,"belanja online di lazada mudah dan banyak promo dan bisa di tambah koin, semoga lazada tetap jaya",positif,negatif,SALAH
Lazada,1,ok,positif,positif,BENAR
Lazada,1,semoga ini bukan penipuan,netral,positif,SALAH
Lazada,1,"baru pesan barang,,mudah2 sesuai gambar",netral,positif,SALAH
Lazada,1,debt Collectornya ngeri di sini. di teror terus sampe keluar kebun binatang,negatif,negatif,BENAR
Lazada,1,"kenapa akun gua di banned, padahal baru buat baru",negatif,negatif,BENAR
Lazada,2,discount nya lumayan bnyk proses nya cepat,positif,positif,BENAR
Lazada,2,parah udah ga ada gratis ongkir😩,negatif,negatif,BENAR
Lazada,2,mengganggu,negatif,positif,SALAH
Lazada,2,OK mantap,positif,positif,BENAR
Lazada,2,slalu sesuai dengan pesanan,positif,positif,BENAR
Lazada,2,pengiriman ok,positif,positif,BENAR
Lazada,2,kalo bikin iklan itu yang bener bangst,negatif,negatif,BENAR
Lazada,2,Jagan bikin saya kecewa KK,netral,positif,SALAH
Lazada,2,sekarang LAZADA udah tidak seperti dulu.....sekarang udah banyak toko penipu...dan heran nya selalu di diemin aja....kecewa dengan LAZADA yg sekarang isi nya toko bodong.,negatif,negatif,BENAR
Lazada,2,terbaik,positif,positif,BENAR
Lazada,2,mangga dkirim cepat,positif,positif,BENAR
Lazada,2,"tidak bisa login, ribet amat",negatif,positif,SALAH
Lazada,2,"Kenapa gabisa klaim voucher pengguna baru ya? padahal baru install dan baru bikin akun, niatnya mau coba aplikasi ini, tapi udah dikasih ketidaknyamanan",negatif,negatif,BENAR
Lazada,2,"mantap lazada,tapi kalau bisa ongkirnya kurangin",positif,negatif,SALAH
Lazada,2,lebih mudah belanja apa saja hanya d lazada,positif,negatif,SALAH
Lazada,2,poko nya engga perah kecewa blanja di lazada dan mau blnja apapun semu ada dan harga nya terjangkau mudah dan terpercaya,positif,negatif,SALAH
Lazada,2,bagus,positif,positif,BENAR
Lazada,2,Untuk saat ini toko oren yang terbaik..,negatif,positif,SALAH
Lazada,2,sangat bagus,positif,positif,BENAR
Lazada,2,"lazada adalah aplikasi belanja online paling cacat yg pernah saya tmukan , saya pernah pesan amplifier bluetooth,yang dikirim botol minuman Cleo😂 kalo dishope teman pernah alamin hal yang sama ,pihak shope langsung blokir permanen sipenjual dan uang kmbli ,beda cerita dilazada ,tidak ada tindakan apa² untuk penjual yg tidak amanah, bintang 0 untuk aplikasi lazada ,diulasan saya kasih bintang 5 agar naik dan bisa dibaca penguna baru ,sblm menyesal kedepan karena salah memilih aplikasi belanja 🙏",negatif,negatif,BENAR
Lazada,2,"Aplikasinya mudah dan harga murah, sejauh ini belanja disini hampir selalu puas, ya walau ada sedikit seller yang kurang memuaskan. Tapi masih aman laa banyakan yang memuaskan, pembayaran juga beragam, tingkatkan terus performanya ya",positif,negatif,SALAH
Lazada,2,bisa gak sih iklan nya gausah langsung bikin saya masuk ke lazada? saya lagi nonton drama jadi susah nyebelin tau,negatif,negatif,BENAR
Lazada,2,"aplikasinya ringan, pengiriman Lex id lumayan cepat, gratis ongkir belum sampai 100% jika luar kota dan provinsi",positif,negatif,SALAH
Lazada,2,mantap,positif,positif,BENAR
Lazada,2,"lazada tak punya pengiriman sendiri, harga barang cepat ber ubah ubah, kadang harga tinggi kadang rendah.",negatif,negatif,BENAR
Lazada,2,kasih yg sempurna buat yg istimwa,netral,positif,SALAH
Lazada,2,lazada muantap coy sangat berguna buat masyarakat buanyakkkkkkk,positif,positif,BENAR
Lazada,2,Setiap kali pesan barangnya selalu sesuai harapan,positif,negatif,SALAH
Lazada,2,oke,positif,positif,BENAR
Lazada,2,senang belanja lazada,positif,positif,BENAR
Lazada,2,keren,positif,positif,BENAR
Lazada,2,book=buku keep=menyimpan bokep=jepang,negatif,positif,SALAH
Lazada,2,mantap parianya,positif,positif,BENAR
Lazada,2,bagus kurirnya dsn tepat waktunya tapi kadang pesanan tidak sesuai yg digambar,positif,negatif,SALAH
Lazada,2,mantap yang penting jangan ada yng nipu2 bos,positif,negatif,SALAH
Lazada,2,Aplikasi yang bermanfaat dan sangat membantu untuk memenuhi beberapa kebutuhan,positif,negatif,SALAH
Lazada,2,mantap,positif,positif,BENAR
Lazada,2,tolong di ongkiryah agar di hematkan lagih 😁,netral,positif,SALAH
Lazada,2,siap kirim,netral,positif,SALAH
Lazada,2,"harga bersahabat, pengiriman cepat",positif,positif,BENAR
Lazada,2,👍👍👍,netral,positif,SALAH
Lazada,2,lazada oke,positif,positif,BENAR
Lazada,2,oke😊,positif,positif,BENAR
Lazada,2,puas,positif,positif,BENAR
Lazada,2,belum tau hasil nya tapi beri bintang 5,netral,negatif,SALAH
Lazada,2,punya kurir pada ga tangung jawab saya nunggu pesanan sampai 10 hari ga datang datang . aplikasi ga jelas,negatif,negatif,BENAR
Lazada,2,Aplikasi belanja online paling ga aman gabisa nyaring toko yang palsu dan penipuan banyak banget penipuan,negatif,negatif,BENAR
Lazada,2,akun saya eror Mulu yg bernama bang Andri ga bisa cekout tolong normal lagi akun saya,negatif,negatif,BENAR
Lazada,2,"mudah dan praktis,poko nya lazada mantap",positif,positif,BENAR
Lazada,2,tolong pihak lazada ..itu yg mengatasnamakan kurir ninja banyak penipuan.. kita di telpon telpon..dengan alasan paket sy salah kirim ke alamat lain..padahal mau nipu,negatif,negatif,BENAR
Lazada,2,"mantap lazada cara pengirimannya cepat dan barang yang kita pesan, sesuai dengan harapan",positif,negatif,SALAH
Lazada,2,okok,positif,positif,BENAR
Lazada,2,mantab,positif,positif,BENAR
Lazada,2,"percuma kumpulin point tapi gak bisa digunakan, karna harganya sama aja mahal2 juga. ditambah skrg gak ada gratis ongkir sama sekali. gak bisa pilih vouchernya tapi otomatis. gak banget dah mending toko oren masih ada gratis ongkirnya. malah makin mahal lazada padhal peminatnya gak banyak2 amat",negatif,negatif,BENAR
Lazada,2,sya coba dulu,netral,positif,SALAH
Lazada,2,"hay lazada ,, sekarang koin lazada jadi susah di pakai karana hampir gax ada potongan koin cuman 1% sampai 25% jadi gax ke pakai tuh koin nya ,, apakah ituh di atur lazada ataw di atur penjual ( seller )",negatif,negatif,BENAR
Lazada,2,"toko tokonya banyak yg tidak amanah, untuk lebih baiknya tk dicek dulu jangan asal masuk, kasian tk2 yg amanah",negatif,negatif,BENAR
Lazada,2,bagus semua nya,positif,positif,BENAR
Lazada,2,mntab,positif,positif,BENAR
Lazada,2,cukup,netral,positif,SALAH
Lazada,2,UNTUK PIHAK LAZADA YANG TERHORMAT. MOHON LEBIH BIJAK LAGI INI SUDAH KE 2 KALI NYA AKUN SAYA TERKUNCI. SAYA HANYA INGIN MENGECEK PESANAN SAYA DI LAZADA LALU MENDADAK SINYAL SAYA HILANG DAN SAYA KELUAR DARI APLIKASI BEBERAPA SAAT SAYA KEMBALI AKUN SAYA TERKUNCI. JADI UNTUK LEBIH SINGKAT NYA SAYA GA SUDI BERBELANJA DISINI LAGI LEBIH BAIK TOKO OREN!,negatif,negatif,BENAR
Lazada,2,jjoossssssss,positif,positif,BENAR
Lazada,2,barang nya bagus bagus👍,positif,positif,BENAR
Lazada,2,"aplikasi ga jelassss, aku beli barang 2 kali ga dikirim dengan benar, kurirnya bilangnya dah di anter ke alamat padahal belum, harusnya bisa ngasih keterangan yang jelas lah kenapa ga bisa dateng paketnya, udah nunggu sampe 3 minggu lebih malah ternyata dibatalin. ongkirnya jg gila banget, dann iklannya jelek! ganggu aja kalau lagi buka web atau apa malah muncul iklan lazada, kalau iklannya bagus mah gapapa, ini iklannya burik, jelek, ga jelas, bikin emosi aja setiap iklan lazada muncul.",negatif,negatif,BENAR
Lazada,2,perfect,positif,positif,BENAR
Lazada,2,iklan lu ganggu tlol,negatif,positif,SALAH
Lazada,2,makasih mantap,positif,positif,BENAR
Lazada,2,mantaaap cepattt,positif,positif,BENAR
Lazada,2,sangat baik..,positif,positif,BENAR
Lazada,2,sering buat harga promo,netral,positif,SALAH
Lazada,2,bagus banyak promo + gratis ongkir,positif,positif,BENAR
Lazada,2,mantap,positif,positif,BENAR
Lazada,2,sangat kecewa sama lazada semua nomer kurir yang terdaftar di lazada gak ada WA nya semua pengiriman lambat nomer kurir nya gak ada WA nya semua tolong kurir lazada di perbaiki lagi tolong nomor kurir nya kasih nomor WA nya yang di daftar kan di lazada,negatif,negatif,BENAR
Lazada,2,sempat dpat barang rusak👍🥹,negatif,positif,SALAH
Lazada,2,"awal bagus ak ksih ranting 5 skrg ak kasih 3 makin lama sistem pemesan dn pengiriman lambat bgt prosesnya dulu jkt ke sragen jateng 3-4 hr skrang 6-7 hri, beda sam tetengga masih 3-4hr ud sampe...",negatif,negatif,BENAR
Lazada,2,bagus...pengiriman so faster...,positif,positif,BENAR
Lazada,2,ongkir nya mahal,negatif,positif,SALAH
Lazada,2,mantap,positif,positif,BENAR
Lazada,2,banyakin Rp 0 biar terus belanja di lazada,netral,positif,SALAH
Lazada,2,info jelas dan produk yg bagus.👍,positif,negatif,SALAH
Lazada,2,"masa pembayaran via dana atau bri tidak ada,,mau bayar lazbon ribettt",negatif,negatif,BENAR
Lazada,2,barang telat.kirim dari subang ke bandung kenapa lewat cirebon kan aneh.udah gitu di cirebon diem disitu 3 hari.apakah dari cirebon ke bandung selama itu perjalananya? sebagai catatan itu expedisinya ninja,negatif,negatif,BENAR
Lazada,2,produk bgus hrga mrah...,positif,positif,BENAR
Lazada,2,Susah kali kek babi untuk pengembalian dana,negatif,positif,SALAH
Lazada,2,good,positif,positif,BENAR
Lazada,2,saya edit ya untuk ulasannya untuk belanja di lazada semua pengalaman yang baik mulai dari harga ongkir dll. tapi yang saya sesalkan adalah untuk yang pengiriman melalui ekpedisi ninjavan sangat lama dan apakah data pelanggan bocor atau bagaimana. sehari saya dapat WA 4 nomor tak di kenal bilang paket tertukar tidak bisa di kirim di suruh screenshot riwayat pesanan dll. yang ujung²nya di suruh scan barcode dan ternyata di suruh membayar. ini sangat mengganggu sekali ya. tolong di tindaklanjuti,negatif,negatif,BENAR
Lazada,2,"Kebanyakan animasi,, aplikasi nya agak berat legg ,, parahhh",negatif,negatif,BENAR
Lazada,2,"selalu banyak promo dan banyak pilihan toko..lebih teliti lagi Gan,..suka kliru karena murah",positif,negatif,SALAH
Lazada,2,mantap,positif,positif,BENAR
Lazada,2,wow ternyata diskonnya besar-besaran 🙏🙏😊😊😊😊😊😊😊😊😊👍👍👍👍👍👍👍,positif,positif,BENAR
Lazada,2,ulasan bersifat publik serta menyertikkan infonya dan perangkat,netral,positif,SALAH
Lazada,2,flatfom yang menawarkan harga jual termurah.. mantap lazada.. 👍,positif,negatif,SALAH
Lazada,2,"Aplikasinya bagus & cukup ringan dijalankan meski device hanya dg RAM 2GB, pelayanannya juga baik. Terima kasih banyak Lazada Indonesia",positif,negatif,SALAH
Lazada,2,sangat ngebantu top banget,positif,positif,BENAR
Lazada,2,"lazada mantap, nyaman, aman & terpercaya...",positif,positif,BENAR
Lazada,2,saya beli secara COD saja! kirim secara qrist tidak tahu caranya. SELAIN COD PEMBELIAN BATAL!,negatif,negatif,BENAR
Lazada,2,"sy harap untuk slanjutnya jgn banyak iklan nya, mksh.",netral,negatif,SALAH
Lazada,2,"lazada memang paling yang paling terbaik, semoga makin sukses, makin banyak pengguna, dan makin gampang dapat vouchernya, best of the best😍😍😍",positif,negatif,SALAH
Lazada,2,orang buka website malah kesini 🤮,negatif,positif,SALAH
Lazada,3,Sejauh ini sy puas dgn pelayanan belanja di Lazada,positif,negatif,SALAH
Lazada,3,walaupun menggunakan akun lama tetap terkunci harus ganti akun baru begitu juga akun baru belum masuk sudah terkunci akun barunya,netral,negatif,SALAH
Lazada,3,proses retur yang gak pasti... apk gak tanggungjawab,negatif,negatif,BENAR
Lazada,3,tolong pengiriman lebih cepat ok,netral,positif,SALAH
Lazada,3,ok,positif,positif,BENAR
Lazada,3,data dibobol penipu,negatif,positif,SALAH
Lazada,3,SELESAI,netral,positif,SALAH
Lazada,3,Harganya terlalu mahal bisa di murahin sedikit harganya,negatif,negatif,BENAR
Lazada,3,barang sesuai pesanan,positif,positif,BENAR
Lazada,3,"ongkir nya mahal banget bisa sampe 40k ke atas, ongkirnya melebihi harga barang",negatif,negatif,BENAR
Lazada,3,update terus malah tambah lelet,negatif,positif,SALAH
Lazada,3,mohon di percepat pesanan kami,negatif,positif,SALAH
Lazada,3,barang belum datang ke tempat malah di batalkan dan di kembalikan ke penjual udah gitu tombol batalnya juga di batalin sendiri dan diganti harus bayar dulu lewat pembayaran non tunai dan di batalkan tidak bisa dilanjutkan juga ga datang datang padahal bbayarnya bisa ke kurir kalau barang udah datang,negatif,negatif,BENAR
Lazada,3,"respon pengajuan masalah sangat lambat, pada no baru tetapi akun langsung terkunci",negatif,negatif,BENAR
Lazada,3,👍,netral,positif,SALAH
Lazada,3,"lazada mahal Ongkir ga prnh turun, barang mahal mahal, banyak seler tipuan,ga amanah👎",negatif,negatif,BENAR
Lazada,3,bgus skli,positif,positif,BENAR
Lazada,3,oke,positif,positif,BENAR
